http://pathwaycommons.org/pc2/Pathway_8579347c298d4a3e2501f942f1495410,sphingomyelin,339221 142891 259230 166929 6609 6610 55512 55627
http://pathwaycommons.org/pc2/Pathway_859db6c6b207d19469db3b0103dea639,ethanol,84532 55902 79611 217 224 847 7306
http://pathwaycommons.org/pc2/Pathway_86b819fa7096f96a424ce8a801000872,dopamine,224 1312 4128 4129 6817 6799 6818 445329
http://pathwaycommons.org/pc2/Pathway_871cd1d6b30ab52622362786a7c08016,formaldehyde,128 2098
http://pathwaycommons.org/pc2/Pathway_882a025b0a0e417bb1eab6a7892ae53a,tetrahydrobiopterin,2643 5805 6697
http://pathwaycommons.org/pc2/Pathway_88c78578095f843be837ccbe472a9e5f,selenocysteine,118672 6301 54938 22929 22928 51091
http://pathwaycommons.org/pc2/Pathway_8a42ce3907649d1b02003af0804012fd,ceramide,56624
http://pathwaycommons.org/pc2/Pathway_8bcc17414d3bc11e78c22d3fb8c06e7e,D-myo-inositol,10423 55361 55300 5297 5298 5305 8396 79837 8394 8395 23396 138429 23236 5330 5331 5332 5333 113026 84812 51196 5335 5336 23007 9651 89869
http://pathwaycommons.org/pc2/Pathway_8cd41c5b73c1eb791dfed94c34130741,mevalonate,30 38 39 3032 3156 3157 3158 3422 91734 4597 4598 10654
http://pathwaycommons.org/pc2/Pathway_8ff5c74996e7efebe26d45bffb718edc,stearate,641371 10965 122970 11332 23205 81616 2180 2181 2182 51703 64834 79071 11001
http://pathwaycommons.org/pc2/Pathway_90fa63e064f07f05b6f6376a136e3361,thiosulfate,7263
http://pathwaycommons.org/pc2/Pathway_9295137527986db5cffcffce015a139a,androgen,8644 1586 3293 3283 3284 6715 6716
http://pathwaycommons.org/pc2/Pathway_94e85be47f4d1be5120ee45e590ccbae,aspartate,2805 137362 2806
http://pathwaycommons.org/pc2/Pathway_9587b1182e5ac97978798ff80f3d01ca,UDP-N-acetyl-D-glucosamine,2673 9945 5238 6675
http://pathwaycommons.org/pc2/Pathway_95f64d2ea711bd97f2872c7b5c2b2a24,coenzyme,80347 60490 79717
http://pathwaycommons.org/pc2/Pathway_960cf9c48c1ae61de8504476dd3df066,D-myo-inositol,3612 3613 54928 3628 3632 3633 22876 27124 51763 3636 4952 8867 8871
http://pathwaycommons.org/pc2/Pathway_969eac45ae803c84ac3066e1c35f31f8,glycolysis,226 229 669 2023 2026 2027 2203 8789 2597 26330 2821 5211 5213 5214 5223 5224 5230 5232 5313 5315 7167 1462
http://pathwaycommons.org/pc2/Pathway_96e59387689a7cbdbe31836a6fbcdb5c,pyruvate,3939 160287 92483 3945 3948
http://pathwaycommons.org/pc2/Pathway_97f49a211f72c17b5648124239d8bd50,adenine,132
http://pathwaycommons.org/pc2/Pathway_97f7756c0f59582c89c5e6e809d61155,cysteine,875 1491
http://pathwaycommons.org/pc2/Pathway_98e219a3e0bf3009d9ab38e0cf2f4850,fatty,23205 81616 2180 2181 2182 51703 23305 11001
http://pathwaycommons.org/pc2/Pathway_99205b22d966a9bcdffc691fae064362,purine,100 113179 4860
http://pathwaycommons.org/pc2/Pathway_9a54f3e190a5c751519aa786d836806a,guanosine,9615 22978 4860 7498
http://pathwaycommons.org/pc2/Pathway_9ab3e1b5ce5d7e2f488e47ee65bd022a,phosphatidylethanolamine,81490
http://pathwaycommons.org/pc2/Pathway_9be5a7eb2416c98a0d193bd9ab8d0079,glutamate,2571 2572
http://pathwaycommons.org/pc2/Pathway_9d1f0a1e3f51659d4679c5ed0715cf89,2-amino-3-carboxymuconate,130013
http://pathwaycommons.org/pc2/Pathway_9d55f6fb96a86047373356973b40882d,fatty,23205 81616 2180 2181 2182 51703 23305 26061 5264 11001
http://pathwaycommons.org/pc2/Pathway_9d6deefad056ecc4580e76411ae87946,cholesterol,1595 1718 1717 10682 2222 51478 3930 4047 6307 50814 6309 6713 7108
http://pathwaycommons.org/pc2/Pathway_a086f99fce95f6df5f6137a74cf4b24a,glutamine,440 2744 27165
http://pathwaycommons.org/pc2/Pathway_a0e728dd10b802e694bdbb32260dadc7,GDP-L-fucose,8790
http://pathwaycommons.org/pc2/Pathway_a1af094bda2c34a9fe78f821ad503712,glycogen,178 5236 55276 5239 5834 5836 5837
http://pathwaycommons.org/pc2/Pathway_a1f637c4ff96c0a08835a218e0434f30,arginine,435 445 2746 2747 4942 5009
http://pathwaycommons.org/pc2/Pathway_a39ec65103a224059bdf7f0e6d53066d,alanine,9054
http://pathwaycommons.org/pc2/Pathway_a3e030f6688439856561fef38a49bb99,GDP-glucose,2645 80201 5236 55276 5239
http://pathwaycommons.org/pc2/Pathway_a484831a3eddaf061b3143c90f879223,superpathway,30 38 39 2224 9453 3032 3156 3157 3158 3422 91734 4597 4598 10654
http://pathwaycommons.org/pc2/Pathway_a51b6c7888f894f8113801ffa623a99a,ethanol,84532 55902 79611 125 217 224
http://pathwaycommons.org/pc2/Pathway_a5b7d10cb9c64581f80aa118ad120a1d,flavin,80308 55312
http://pathwaycommons.org/pc2/Pathway_a606028a6f32684248194bea63179cb9,dTMP,1719 6470 6472 7298
http://pathwaycommons.org/pc2/Pathway_a659dc2f675a340af99d97b2bfef59e2,phosphatidylglycerol,51099 10554 10555 56894 56895 55326 1040 8760 57678 150763 84803 137964 2820 253558 10162 254531 154141 129642 79143 9489
http://pathwaycommons.org/pc2/Pathway_a65f4afa817c9bd1b25afeb13f198c8e,tRNA,83707 116461 80746 79042 283989
http://pathwaycommons.org/pc2/Pathway_a65fd675e04dc062a07863283309c241,thiamin,27010
http://pathwaycommons.org/pc2/Pathway_a7bbe9ff7b401f810c9ad30541e415c2,putrescine,219 217 218 224 221 222 4128 4129 6303 112483
http://pathwaycommons.org/pc2/Pathway_a8c1ae27178e449c259fe321b2de3a0e,Rapoport-Luebering,669 9562 5223 5224
http://pathwaycommons.org/pc2/Pathway_a92fd1b3db18f6b883313660f9574b86,glycerol-3-phosphate,2819 2820
http://pathwaycommons.org/pc2/Pathway_a99c825ea87d838a655100818f7768fd,L-cysteine,1036 2805
http://pathwaycommons.org/pc2/Pathway_acf6b39c5779d5a6bcb64d8c11f24975,putrescine,113451 4953
http://pathwaycommons.org/pc2/Pathway_ad005ad7d8bc428a321e097e5ec8b9ed,1,25-dihydroxyvitamin,1594 120227 5447
http://pathwaycommons.org/pc2/Pathway_adc23420bcb7d3fba85bf218300e652a,glutaryl-CoA,30 38 39 2639 3032
http://pathwaycommons.org/pc2/Pathway_af47c2dda134379ef24da7f6c1a41d3d,tryptophan,125061 23498 8564 8942 6999
http://pathwaycommons.org/pc2/Pathway_af6829607c80ef9d92c241a1d6a1c043,glutamine,2752
http://pathwaycommons.org/pc2/Pathway_b03c44b0256919b587b195b55208f09d,glycogen,178 2548 8972 5236 55276 5239 5834 5836 5837
http://pathwaycommons.org/pc2/Pathway_b1ef3d39ac38689ae7bed0106d0d53cb,cardiolipin,54675 9489
http://pathwaycommons.org/pc2/Pathway_b21932a956d22189b284a05c86531ff3,NAD,51205 5167 5169 64802 23057 349565 54981 27231 115024 4907 83594 92370
http://pathwaycommons.org/pc2/Pathway_b22e01b649e6b217740cc04ade548ba6,4-hydroxybenzoate,6898
http://pathwaycommons.org/pc2/Pathway_b371e4641a4371fe4fd76a171003cd06,NAD,51205 65220 23530 92370
http://pathwaycommons.org/pc2/Pathway_b40d10ab681591416c868eb1dca97916,N-acetylglucosamine,51005 10007 132789
http://pathwaycommons.org/pc2/Pathway_b4fa1d1ab04cc097f015a3510c89a43e,xanthine,4860
http://pathwaycommons.org/pc2/Pathway_b71e5a8c75a212a8e002507718a4d797,gamma-glutamyl,290 55748 54878 2729 2730 79017 2678 728441 2679 124975 2686 2937 26873
http://pathwaycommons.org/pc2/Pathway_b748ee70f34d41021237ce83497ec596,serine,26227 29968 5723
http://pathwaycommons.org/pc2/Pathway_b7b377e69d886a056bf09740ee3b1dea,heme,1371 2235 5498 7389
http://pathwaycommons.org/pc2/Pathway_b8c45fa92214cf19f01f03e7b3081c6b,4-hydroxy-2-nonenal,2938 2940 2941 221357 2950
http://pathwaycommons.org/pc2/Pathway_b9f042ec5ad1ed8f2de051e89e836475,acyl,60496
http://pathwaycommons.org/pc2/Pathway_bbd905ab2f6f5cdac224023bb85fd789,glutamate,18 7915 2571 2572
http://pathwaycommons.org/pc2/Pathway_bc58d7c1e0af5d034d7fe52121fa7da6,superoxide,847 6647 6648 6649 7306
http://pathwaycommons.org/pc2/Pathway_bda275d1aaea47852269f5c0ad07d03c,D-mannose,4351
http://pathwaycommons.org/pc2/Pathway_beaac43a3b04ff8ddd2626904254f52d,acetyl-CoA,47
http://pathwaycommons.org/pc2/Pathway_bf34a04694d7eec88fb5a61d3e4309f7,fatty,1632 10455 1962
